       time            m1           m2           x1           y1           z1           x2           y2           z2   separation  CE+ejecta_m  semimajor_a eccentricity   unbound_m         spin1        spin2  orb._period       spin1z       spin2z           I1           I2        mgas1        mgas2      cs1_avg      cs2_avg      cs1_rms      cs2_rms       Omega1       Omega2        rdisk        hdisk       v1_inf       v2_inf
 0.10250D+03   1.000000       10.00000       59.210       27.026     -0.11566E-02  -5.9211      -2.7025     -0.59322E-05   71.595       0.0000     -0.10397E+09   1.0000       0.0000      0.88601E-08   0.0000              NaN  0.85168E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.11223E-06          NaN          NaN          NaN  0.29569E-03  0.29570E-04
 0.10275D+03   1.000000       10.00000       59.087       26.999     -0.11562E-02  -5.9087      -2.6998     -0.59706E-05   71.460       0.0000     -0.10400E+09   1.0000       0.0000      0.89879E-08   0.0000              NaN  0.86860E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.11446E-06          NaN          NaN          NaN  0.29566E-03  0.29566E-04
 0.10300D+03   1.000000       10.00000       58.964       26.972     -0.11558E-02  -5.8964      -2.6971     -0.60091E-05   71.324       0.0000     -0.10401E+09   1.0000       0.0000      0.91031E-08   0.0000              NaN  0.88264E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.11631E-06          NaN          NaN          NaN  0.29564E-03  0.29564E-04
 0.10325D+03   1.000000       10.00000       58.841       26.945     -0.11554E-02  -5.8841      -2.6944     -0.60479E-05   71.189       0.0000     -0.10401E+09   1.0000       0.0000      0.91265E-08   0.0000              NaN  0.89723E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.11824E-06          NaN          NaN          NaN  0.29564E-03  0.29564E-04
 0.10350D+03   1.000000       10.00000       58.717       26.918     -0.11550E-02  -5.8718      -2.6917     -0.60868E-05   71.053       0.0000     -0.10400E+09   1.0000       0.0000      0.86101E-08   0.0000              NaN  0.84702E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.11162E-06          NaN          NaN          NaN  0.29565E-03  0.29566E-04
 0.10375D+03   1.000000       10.00000       58.594       26.891     -0.11547E-02  -5.8594      -2.6891     -0.61260E-05   70.917       0.0000     -0.10400E+09   1.0000       0.0000      0.90329E-08   0.0000              NaN  0.88536E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.11667E-06          NaN          NaN     Infinity  0.29566E-03  0.29566E-04
 0.10400D+03   1.000000       10.00000       58.470       26.864     -0.11543E-02  -5.8470      -2.6863     -0.61653E-05   70.781       0.0000     -0.10399E+09   1.0000       0.0000      0.96392E-08   0.0000              NaN  0.93764E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12356E-06          NaN          NaN          NaN  0.29566E-03  0.29567E-04
 0.10425D+03   1.000000       10.00000       58.347       26.837     -0.11539E-02  -5.8347      -2.6836     -0.62049E-05   70.645       0.0000     -0.10399E+09   1.0000       0.0000      0.92363E-08   0.0000              NaN  0.89825E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.11837E-06          NaN          NaN          NaN  0.29567E-03  0.29567E-04
 0.10450D+03   1.000000       10.00000       58.223       26.810     -0.11535E-02  -5.8223      -2.6809     -0.62446E-05   70.509       0.0000     -0.10399E+09   1.0000       0.0000      0.94080E-08   0.0000              NaN  0.91386E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12043E-06          NaN          NaN          NaN  0.29566E-03  0.29567E-04
 0.10475D+03   1.000000       10.00000       58.097       26.783     -0.11531E-02  -5.8098      -2.6782     -0.62850E-05   70.371       0.0000     -0.10399E+09   1.0000       0.0000      0.94118E-08   0.0000              NaN  0.92349E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12170E-06          NaN          NaN          NaN  0.29567E-03  0.29567E-04
 0.10500D+03   1.000000       10.00000       57.973       26.755     -0.11527E-02  -5.7973      -2.6755     -0.63252E-05   70.234       0.0000     -0.10398E+09   1.0000       0.0000      0.97433E-08   0.0000              NaN  0.95337E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12563E-06          NaN          NaN     Infinity  0.29568E-03  0.29569E-04
 0.10525D+03   1.000000       10.00000       57.849       26.728     -0.11523E-02  -5.7849      -2.6727     -0.63655E-05   70.098       0.0000     -0.10398E+09   1.0000       0.0000      0.96779E-08   0.0000              NaN  0.94403E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12440E-06          NaN          NaN          NaN  0.29569E-03  0.29569E-04
 0.10550D+03   1.000000       10.00000       57.725       26.701     -0.11519E-02  -5.7725      -2.6700     -0.64061E-05   69.961       0.0000     -0.10399E+09   1.0000       0.0000      0.98874E-08   0.0000              NaN  0.96011E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12652E-06          NaN          NaN     Infinity  0.29567E-03  0.29567E-04
 0.10575D+03   1.000000       10.00000       57.600       26.673     -0.11514E-02  -5.7600      -2.6673     -0.64469E-05   69.824       0.0000     -0.10401E+09   1.0000       0.0000      0.10023E-07   0.0000              NaN  0.97668E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12871E-06          NaN          NaN          NaN  0.29565E-03  0.29565E-04
 0.10600D+03   1.000000       10.00000       57.476       26.646     -0.11510E-02  -5.7476      -2.6645     -0.64879E-05   69.687       0.0000     -0.10403E+09   1.0000       0.0000      0.99976E-08   0.0000              NaN  0.97018E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12785E-06          NaN          NaN     Infinity  0.29562E-03  0.29562E-04
 0.10625D+03   1.000000       10.00000       57.351       26.618     -0.11506E-02  -5.7351      -2.6618     -0.65291E-05   69.550       0.0000     -0.10404E+09   1.0000       0.0000      0.98367E-08   0.0000              NaN  0.94781E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12490E-06          NaN          NaN          NaN  0.29560E-03  0.29560E-04
 0.10650D+03   1.000000       10.00000       57.226       26.591     -0.11502E-02  -5.7226      -2.6590     -0.65705E-05   69.413       0.0000     -0.10405E+09   1.0000       0.0000      0.98589E-08   0.0000              NaN  0.94697E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.12479E-06          NaN          NaN     Infinity  0.29558E-03  0.29558E-04
 0.10675D+03   1.000000       10.00000       57.101       26.563     -0.11498E-02  -5.7102      -2.6562     -0.66122E-05   69.275       0.0000     -0.10407E+09   1.0000       0.0000      0.10353E-07   0.0000              NaN  0.99677E-08   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.13135E-06          NaN          NaN     Infinity  0.29556E-03  0.29556E-04
 0.10700D+03   1.000000       10.00000       56.976       26.535     -0.11494E-02  -5.6977      -2.6535     -0.66540E-05   69.138       0.0000     -0.10410E+09   1.0000       0.0000      0.10378E-07   0.0000              NaN  0.10160E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.13389E-06          NaN          NaN          NaN  0.29552E-03  0.29552E-04
 0.10725D+03   1.000000       10.00000       56.851       26.508     -0.11490E-02  -5.6851      -2.6507     -0.66961E-05   69.000       0.0000     -0.10414E+09   1.0000       0.0000      0.10402E-07   0.0000              NaN  0.10181E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.13416E-06          NaN          NaN          NaN  0.29546E-03  0.29547E-04
 0.10750D+03   1.000000       10.00000       56.726       26.480     -0.11485E-02  -5.6726      -2.6479     -0.67384E-05   68.862       0.0000     -0.10417E+09   1.0000       0.0000      0.10716E-07   0.0000              NaN  0.10447E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.13767E-06          NaN          NaN          NaN  0.29541E-03  0.29541E-04
 0.10775D+03   1.000000       10.00000       56.601       26.452     -0.11481E-02  -5.6601      -2.6451     -0.67809E-05   68.724       0.0000     -0.10420E+09   1.0000       0.0000      0.11103E-07   0.0000              NaN  0.10743E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.14157E-06          NaN          NaN          NaN  0.29538E-03  0.29538E-04
 0.10800D+03   1.000000       10.00000       56.475       26.424     -0.11477E-02  -5.6475      -2.6423     -0.68236E-05   68.586       0.0000     -0.10420E+09   1.0000       0.0000      0.11014E-07   0.0000              NaN  0.10637E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.14018E-06          NaN          NaN          NaN  0.29537E-03  0.29537E-04
 0.10825D+03   1.000000       10.00000       56.348       26.396     -0.11472E-02  -5.6348      -2.6395     -0.68670E-05   68.447       0.0000     -0.10420E+09   1.0000       0.0000      0.11261E-07   0.0000              NaN  0.10991E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.14484E-06          NaN          NaN     Infinity  0.29538E-03  0.29538E-04
 0.10850D+03   1.000000       10.00000       56.222       26.368     -0.11468E-02  -5.6223      -2.6367     -0.69102E-05   68.308       0.0000     -0.10421E+09   1.0000       0.0000      0.11201E-07   0.0000              NaN  0.10897E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.14359E-06          NaN          NaN     Infinity  0.29536E-03  0.29537E-04
 0.10875D+03   1.000000       10.00000       56.097       26.340     -0.11464E-02  -5.6097      -2.6339     -0.69536E-05   68.170       0.0000     -0.10422E+09   1.0000       0.0000      0.11501E-07   0.0000              NaN  0.11192E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.14748E-06          NaN          NaN     Infinity  0.29534E-03  0.29534E-04
 0.10900D+03   1.000000       10.00000       55.971       26.312     -0.11459E-02  -5.5971      -2.6311     -0.69972E-05   68.031       0.0000     -0.10423E+09   1.0000       0.0000      0.11615E-07   0.0000              NaN  0.11354E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.14962E-06          NaN          NaN          NaN  0.29533E-03  0.29533E-04
 0.10925D+03   1.000000       10.00000       55.844       26.284     -0.11455E-02  -5.5845      -2.6283     -0.70410E-05   67.893       0.0000     -0.10424E+09   1.0000       0.0000      0.11604E-07   0.0000              NaN  0.11362E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.14972E-06          NaN          NaN     Infinity  0.29532E-03  0.29533E-04
 0.10950D+03   1.000000       10.00000       55.718       26.255     -0.11451E-02  -5.5718      -2.6255     -0.70851E-05   67.754       0.0000     -0.10425E+09   1.0000       0.0000      0.11987E-07   0.0000              NaN  0.11751E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15485E-06          NaN          NaN     Infinity  0.29531E-03  0.29531E-04
 0.10975D+03   1.000000       10.00000       55.592       26.227     -0.11446E-02  -5.5592      -2.6226     -0.71294E-05   67.615       0.0000     -0.10426E+09   1.0000       0.0000      0.12174E-07   0.0000              NaN  0.11886E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15664E-06          NaN          NaN          NaN  0.29529E-03  0.29529E-04
 0.11000D+03   1.000000       10.00000       55.465       26.199     -0.11442E-02  -5.5466      -2.6198     -0.71739E-05   67.476       0.0000     -0.10427E+09   1.0000       0.0000      0.11968E-07   0.0000              NaN  0.11676E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15387E-06          NaN          NaN          NaN  0.29528E-03  0.29528E-04
 0.11025D+03   1.000000       10.00000       55.339       26.170     -0.11437E-02  -5.5339      -2.6170     -0.72187E-05   67.336       0.0000     -0.10428E+09   1.0000       0.0000      0.11921E-07   0.0000              NaN  0.11569E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15245E-06          NaN          NaN          NaN  0.29526E-03  0.29526E-04
 0.11050D+03   1.000000       10.00000       55.212       26.142     -0.11433E-02  -5.5212      -2.6141     -0.72637E-05   67.197       0.0000     -0.10430E+09   1.0000       0.0000      0.12569E-07   0.0000              NaN  0.12240E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16129E-06          NaN          NaN     Infinity  0.29523E-03  0.29523E-04
 0.11075D+03   1.000000       10.00000       55.085       26.113     -0.11428E-02  -5.5085      -2.6113     -0.73089E-05   67.058       0.0000     -0.10432E+09   1.0000       0.0000      0.12471E-07   0.0000              NaN  0.12155E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16018E-06          NaN          NaN     Infinity  0.29521E-03  0.29521E-04
 0.11100D+03   1.000000       10.00000       54.958       26.085     -0.11424E-02  -5.4958      -2.6084     -0.73543E-05   66.918       0.0000     -0.10433E+09   1.0000       0.0000      0.12680E-07   0.0000              NaN  0.12347E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16271E-06          NaN          NaN          NaN  0.29519E-03  0.29519E-04
 0.11125D+03   1.000000       10.00000       54.831       26.056     -0.11419E-02  -5.4831      -2.6055     -0.74000E-05   66.778       0.0000     -0.10435E+09   1.0000       0.0000      0.12135E-07   0.0000              NaN  0.11707E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15427E-06          NaN          NaN     Infinity  0.29516E-03  0.29516E-04
 0.11150D+03   1.000000       10.00000       54.704       26.027     -0.11415E-02  -5.4704      -2.6027     -0.74459E-05   66.638       0.0000     -0.10437E+09   1.0000       0.0000      0.12598E-07   0.0000              NaN  0.12118E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15969E-06          NaN          NaN          NaN  0.29513E-03  0.29514E-04
 0.11175D+03   1.000000       10.00000       54.575       25.998     -0.11410E-02  -5.4575      -2.5998     -0.74926E-05   66.497       0.0000     -0.10438E+09   1.0000       0.0000      0.12971E-07   0.0000              NaN  0.12406E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16348E-06          NaN          NaN     Infinity  0.29512E-03  0.29512E-04
 0.11200D+03   1.000000       10.00000       54.448       25.970     -0.11405E-02  -5.4448      -2.5969     -0.75390E-05   66.356       0.0000     -0.10439E+09   1.0000       0.0000      0.12799E-07   0.0000              NaN  0.12192E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16066E-06          NaN          NaN          NaN  0.29510E-03  0.29510E-04
 0.11225D+03   1.000000       10.00000       54.320       25.941     -0.11401E-02  -5.4320      -2.5940     -0.75857E-05   66.216       0.0000     -0.10441E+09   1.0000       0.0000      0.12871E-07   0.0000              NaN  0.12241E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16130E-06          NaN          NaN          NaN  0.29508E-03  0.29508E-04
 0.11250D+03   1.000000       10.00000       54.192       25.912     -0.11396E-02  -5.4193      -2.5911     -0.76326E-05   66.075       0.0000     -0.10441E+09   1.0000       0.0000      0.13426E-07   0.0000              NaN  0.12683E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16714E-06          NaN          NaN          NaN  0.29508E-03  0.29508E-04
 0.11275D+03   1.000000       10.00000       54.065       25.883     -0.11391E-02  -5.4065      -2.5882     -0.76797E-05   65.935       0.0000     -0.10441E+09   1.0000       0.0000      0.13356E-07   0.0000              NaN  0.12590E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16591E-06          NaN          NaN          NaN  0.29508E-03  0.29508E-04
 0.11300D+03   1.000000       10.00000       53.937       25.854     -0.11386E-02  -5.3937      -2.5853     -0.77271E-05   65.794       0.0000     -0.10441E+09   1.0000       0.0000      0.13253E-07   0.0000              NaN  0.12480E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16446E-06          NaN          NaN          NaN  0.29507E-03  0.29508E-04
 0.11325D+03   1.000000       10.00000       53.808       25.824     -0.11382E-02  -5.3809      -2.5824     -0.77748E-05   65.653       0.0000     -0.10441E+09   1.0000       0.0000      0.13234E-07   0.0000              NaN  0.12395E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16334E-06          NaN          NaN          NaN  0.29507E-03  0.29508E-04
 0.11350D+03   1.000000       10.00000       53.680       25.795     -0.11377E-02  -5.3680      -2.5794     -0.78226E-05   65.512       0.0000     -0.10441E+09   1.0000       0.0000      0.12861E-07   0.0000              NaN  0.12126E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15979E-06          NaN          NaN          NaN  0.29507E-03  0.29508E-04
 0.11375D+03   1.000000       10.00000       53.552       25.766     -0.11372E-02  -5.3552      -2.5765     -0.78708E-05   65.371       0.0000     -0.10443E+09   1.0000       0.0000      0.12217E-07   0.0000              NaN  0.11547E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15217E-06          NaN          NaN          NaN  0.29505E-03  0.29505E-04
 0.11400D+03   1.000000       10.00000       53.423       25.737     -0.11367E-02  -5.3424      -2.5736     -0.79192E-05   65.229       0.0000     -0.10445E+09   1.0000       0.0000      0.12146E-07   0.0000              NaN  0.11469E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15114E-06          NaN          NaN          NaN  0.29502E-03  0.29502E-04
 0.11425D+03   1.000000       10.00000       53.295       25.707     -0.11362E-02  -5.3295      -2.5707     -0.79678E-05   65.088       0.0000     -0.10446E+09   1.0000       0.0000      0.12661E-07   0.0000              NaN  0.11954E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.15753E-06          NaN          NaN          NaN  0.29501E-03  0.29501E-04
 0.11450D+03   1.000000       10.00000       53.166       25.678     -0.11357E-02  -5.3166      -2.5677     -0.80167E-05   64.946       0.0000     -0.10446E+09   1.0000       0.0000      0.12866E-07   0.0000              NaN  0.12247E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16139E-06          NaN          NaN          NaN  0.29500E-03  0.29500E-04
 0.11475D+03   1.000000       10.00000       53.037       25.648     -0.11353E-02  -5.3037      -2.5648     -0.80659E-05   64.804       0.0000     -0.10448E+09   1.0000       0.0000      0.12988E-07   0.0000              NaN  0.12407E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16350E-06          NaN          NaN          NaN  0.29498E-03  0.29498E-04
 0.11500D+03   1.000000       10.00000       52.908       25.619     -0.11348E-02  -5.2908      -2.5618     -0.81153E-05   64.662       0.0000     -0.10450E+09   1.0000       0.0000      0.13050E-07   0.0000              NaN  0.12417E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16363E-06          NaN          NaN          NaN  0.29495E-03  0.29496E-04
 0.11525D+03   1.000000       10.00000       52.779       25.589     -0.11343E-02  -5.2779      -2.5588     -0.81650E-05   64.520       0.0000     -0.10452E+09   1.0000       0.0000      0.12983E-07   0.0000              NaN  0.12465E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16426E-06          NaN          NaN          NaN  0.29492E-03  0.29492E-04
 0.11550D+03   1.000000       10.00000       52.648       25.559     -0.11338E-02  -5.2648      -2.5558     -0.82154E-05   64.377       0.0000     -0.10456E+09   1.0000       0.0000      0.13222E-07   0.0000              NaN  0.12671E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.16697E-06          NaN          NaN          NaN  0.29486E-03  0.29487E-04
 0.11575D+03   1.000000       10.00000       52.519       25.529     -0.11333E-02  -5.2519      -2.5528     -0.82656E-05   64.234       0.0000     -0.10460E+09   1.0000       0.0000      0.13620E-07   0.0000              NaN  0.13232E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17437E-06          NaN          NaN          NaN  0.29481E-03  0.29482E-04
 0.11600D+03   1.000000       10.00000       52.389       25.499     -0.11328E-02  -5.2389      -2.5499     -0.83161E-05   64.092       0.0000     -0.10462E+09   1.0000       0.0000      0.13437E-07   0.0000              NaN  0.13058E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17207E-06          NaN          NaN          NaN  0.29478E-03  0.29478E-04
 0.11625D+03   1.000000       10.00000       52.259       25.470     -0.11322E-02  -5.2259      -2.5469     -0.83668E-05   63.949       0.0000     -0.10463E+09   1.0000       0.0000      0.13726E-07   0.0000              NaN  0.13374E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17625E-06          NaN          NaN          NaN  0.29477E-03  0.29477E-04
 0.11650D+03   1.000000       10.00000       52.129       25.440     -0.11317E-02  -5.2130      -2.5439     -0.84178E-05   63.806       0.0000     -0.10462E+09   1.0000       0.0000      0.14293E-07   0.0000              NaN  0.14018E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18473E-06          NaN          NaN          NaN  0.29478E-03  0.29479E-04
 0.11675D+03   1.000000       10.00000       51.999       25.409     -0.11312E-02  -5.2000      -2.5409     -0.84691E-05   63.663       0.0000     -0.10460E+09   1.0000       0.0000      0.14394E-07   0.0000              NaN  0.14066E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18537E-06          NaN          NaN          NaN  0.29481E-03  0.29481E-04
 0.11700D+03   1.000000       10.00000       51.869       25.379     -0.11307E-02  -5.1869      -2.5379     -0.85207E-05   63.520       0.0000     -0.10460E+09   1.0000       0.0000      0.13915E-07   0.0000              NaN  0.13551E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17858E-06          NaN          NaN          NaN  0.29481E-03  0.29482E-04
 0.11725D+03   1.000000       10.00000       51.739       25.349     -0.11302E-02  -5.1739      -2.5348     -0.85725E-05   63.377       0.0000     -0.10461E+09   1.0000       0.0000      0.14032E-07   0.0000              NaN  0.13673E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18018E-06          NaN          NaN          NaN  0.29479E-03  0.29479E-04
 0.11750D+03   1.000000       10.00000       51.609       25.319     -0.11297E-02  -5.1609      -2.5318     -0.86246E-05   63.233       0.0000     -0.10463E+09   1.0000       0.0000      0.14086E-07   0.0000              NaN  0.13712E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18069E-06          NaN          NaN          NaN  0.29476E-03  0.29477E-04
 0.11775D+03   1.000000       10.00000       51.478       25.289     -0.11291E-02  -5.1478      -2.5288     -0.86769E-05   63.090       0.0000     -0.10464E+09   1.0000       0.0000      0.13834E-07   0.0000              NaN  0.13326E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17561E-06          NaN          NaN          NaN  0.29476E-03  0.29476E-04
 0.11800D+03   1.000000       10.00000       51.347       25.258     -0.11286E-02  -5.1347      -2.5257     -0.87296E-05   62.946       0.0000     -0.10463E+09   1.0000       0.0000      0.13642E-07   0.0000              NaN  0.13147E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17324E-06          NaN          NaN          NaN  0.29476E-03  0.29476E-04
 0.11825D+03   1.000000       10.00000       51.216       25.228     -0.11281E-02  -5.1217      -2.5227     -0.87825E-05   62.802       0.0000     -0.10463E+09   1.0000       0.0000      0.13470E-07   0.0000              NaN  0.13012E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17148E-06          NaN          NaN          NaN  0.29477E-03  0.29477E-04
 0.11850D+03   1.000000       10.00000       51.085       25.197     -0.11276E-02  -5.1086      -2.5196     -0.88357E-05   62.658       0.0000     -0.10461E+09   1.0000       0.0000      0.13542E-07   0.0000              NaN  0.13130E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17303E-06          NaN          NaN          NaN  0.29479E-03  0.29479E-04
 0.11875D+03   1.000000       10.00000       50.954       25.167     -0.11270E-02  -5.0955      -2.5166     -0.88892E-05   62.514       0.0000     -0.10460E+09   1.0000       0.0000      0.13741E-07   0.0000              NaN  0.13333E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.17571E-06          NaN          NaN          NaN  0.29480E-03  0.29481E-04
 0.11900D+03   1.000000       10.00000       50.822       25.136     -0.11265E-02  -5.0822      -2.5135     -0.89436E-05   62.368       0.0000     -0.10460E+09   1.0000       0.0000      0.14490E-07   0.0000              NaN  0.14028E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18486E-06          NaN          NaN          NaN  0.29480E-03  0.29481E-04
 0.11925D+03   1.000000       10.00000       50.690       25.105     -0.11259E-02  -5.0690      -2.5104     -0.89976E-05   62.223       0.0000     -0.10463E+09   1.0000       0.0000      0.14591E-07   0.0000              NaN  0.13987E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18431E-06          NaN          NaN          NaN  0.29477E-03  0.29477E-04
 0.11950D+03   1.000000       10.00000       50.559       25.074     -0.11254E-02  -5.0559      -2.5073     -0.90520E-05   62.078       0.0000     -0.10466E+09   1.0000       0.0000      0.14880E-07   0.0000              NaN  0.14356E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18918E-06          NaN          NaN          NaN  0.29472E-03  0.29472E-04
 0.11975D+03   1.000000       10.00000       50.427       25.043     -0.11249E-02  -5.0427      -2.5042     -0.91066E-05   61.933       0.0000     -0.10470E+09   1.0000       0.0000      0.14841E-07   0.0000              NaN  0.14276E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18813E-06          NaN          NaN          NaN  0.29466E-03  0.29467E-04
 0.12000D+03   1.000000       10.00000       50.295       25.012     -0.11243E-02  -5.0295      -2.5011     -0.91616E-05   61.788       0.0000     -0.10475E+09   1.0000       0.0000      0.14427E-07   0.0000              NaN  0.13766E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18140E-06          NaN          NaN          NaN  0.29460E-03  0.29460E-04
