       time            m1           m2           x1           y1           z1           x2           y2           z2   separation  CE+ejecta_m  semimajor_a eccentricity   unbound_m         spin1        spin2  orb._period       spin1z       spin2z           I1           I2        mgas1        mgas2      cs1_avg      cs2_avg      cs1_rms      cs2_rms       Omega1       Omega2        rdisk        hdisk       v1_inf       v2_inf
 0.18250D+03   1.000000       10.00000       8.9776       11.834     -0.74031E-03 -0.89778      -1.1833     -0.47560E-04   16.339       0.0000     -0.43317E+08   1.0000       0.0000      0.21502E-06   0.0000              NaN  0.21495E-06   0.0000      0.75907E-01  0.12326E-30   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.28317E-05   0.0000         Infinity          NaN  0.45811E-03  0.45813E-04
 0.18275D+03   1.000000       10.00000       8.7409       11.716     -0.73552E-03 -0.87411      -1.1715     -0.48040E-04   16.079       0.0000     -0.40710E+08   1.0000       0.0000      0.22100E-06   0.0000              NaN  0.22095E-06   0.0000      0.75908E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.29108E-05          NaN          NaN          NaN  0.47255E-03  0.47257E-04
 0.18300D+03   1.000000       10.00000       8.5027       11.596     -0.73062E-03 -0.85029      -1.1595     -0.48530E-04   15.817       0.0000     -0.38118E+08   1.0000       0.0000      0.22728E-06   0.0000              NaN  0.22724E-06   0.0000      0.75909E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.29936E-05          NaN          NaN          NaN  0.48836E-03  0.48838E-04
 0.18325D+03   1.000000       10.00000       8.2630       11.474     -0.72561E-03 -0.82632      -1.1473     -0.49031E-04   15.553       0.0000     -0.35544E+08   1.0000       0.0000      0.23400E-06   0.0000              NaN  0.23397E-06   0.0000      0.75910E-01  0.12326E-30   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.30822E-05   0.0000         Infinity     Infinity  0.50573E-03  0.50575E-04
 0.18350D+03   1.000000       10.00000       8.0219       11.349     -0.72049E-03 -0.80221      -1.1349     -0.49543E-04   15.288       0.0000     -0.33045E+08   1.0000       0.0000      0.24108E-06   0.0000              NaN  0.24106E-06   0.0000      0.75912E-01  0.12326E-30   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.31756E-05   0.0000         Infinity          NaN  0.52450E-03  0.52452E-04
 0.18375D+03   1.000000       10.00000       7.7792       11.223     -0.71525E-03 -0.77794      -1.1222     -0.50067E-04   15.021       0.0000     -0.30558E+08   1.0000       0.0000      0.24872E-06   0.0000              NaN  0.24871E-06   0.0000      0.75913E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.32762E-05          NaN          NaN          NaN  0.54543E-03  0.54545E-04
 0.18400D+03   1.000000       10.00000       7.5349       11.094     -0.70989E-03 -0.75351      -1.1094     -0.50602E-04   14.752       0.0000     -0.28129E+08   1.0000       0.0000      0.25681E-06   0.0000              NaN  0.25680E-06   0.0000      0.75915E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.33828E-05          NaN          NaN     Infinity  0.56850E-03  0.56851E-04
 0.18425D+03   1.000000       10.00000       7.2890       10.963     -0.70440E-03 -0.72892      -1.0963     -0.51151E-04   14.482       0.0000     -0.25763E+08   1.0000       0.0000      0.26542E-06   0.0000              NaN  0.26542E-06   0.0000      0.75917E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.34962E-05          NaN          NaN          NaN  0.59403E-03  0.59405E-04
 0.18450D+03   1.000000       10.00000       7.0414       10.830     -0.69878E-03 -0.70416      -1.0829     -0.51714E-04   14.209       0.0000     -0.23493E+08   1.0000       0.0000      0.27469E-06   0.0000              NaN  0.27469E-06   0.0000      0.75918E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.36182E-05          NaN          NaN          NaN  0.62206E-03  0.62208E-04
 0.18475D+03   1.000000       10.00000       6.7922       10.694     -0.69302E-03 -0.67924      -1.0693     -0.52290E-04   13.935       0.0000     -0.21346E+08   1.0000       0.0000      0.28453E-06   0.0000              NaN  0.28452E-06   0.0000      0.75920E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.37476E-05          NaN          NaN     Infinity  0.65259E-03  0.65261E-04
 0.18500D+03   1.000000       10.00000       6.5385       10.553     -0.68704E-03 -0.65387      -1.0553     -0.52887E-04   13.656       0.0000     -0.19295E+08   1.0000       0.0000      0.29499E-06   0.0000              NaN  0.29496E-06   0.0000      0.75923E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.38851E-05          NaN          NaN          NaN  0.68641E-03  0.68643E-04
 0.18525D+03   1.000000       10.00000       6.2858       10.412     -0.68097E-03 -0.62860      -1.0411     -0.53494E-04   13.378       0.0000     -0.17386E+08   1.0000       0.0000      0.30599E-06   0.0000              NaN  0.30595E-06   0.0000      0.75925E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.40296E-05          NaN          NaN     Infinity  0.72312E-03  0.72314E-04
 0.18550D+03   1.000000       10.00000       6.0312       10.267     -0.67474E-03 -0.60314      -1.0266     -0.54117E-04   13.098       0.0000     -0.15580E+08   1.0000       0.0000      0.31777E-06   0.0000              NaN  0.31769E-06   0.0000      0.75928E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.41841E-05          NaN          NaN     Infinity  0.76387E-03  0.76389E-04
 0.18575D+03   1.000000       10.00000       5.7749       10.119     -0.66834E-03 -0.57750      -1.0119     -0.54758E-04   12.816       0.0000     -0.13881E+08   1.0000       0.0000      0.33054E-06   0.0000              NaN  0.33042E-06   0.0000      0.75931E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.43516E-05          NaN          NaN     Infinity  0.80926E-03  0.80928E-04
 0.18600D+03   1.000000       10.00000       5.5166       9.9682     -0.66175E-03 -0.55168     -0.99674     -0.55417E-04   12.532       0.0000     -0.12309E+08   1.0000       0.0000      0.34457E-06   0.0000              NaN  0.34440E-06   0.0000      0.75934E-01  0.12326E-30   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.45355E-05   0.0000         Infinity          NaN  0.85939E-03  0.85941E-04
 0.18625D+03   1.000000       10.00000       5.2564       9.8136     -0.65497E-03 -0.52566     -0.98129     -0.56094E-04   12.246       0.0000     -0.10857E+08   1.0000       0.0000      0.36001E-06   0.0000              NaN  0.35976E-06   0.0000      0.75938E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.47376E-05          NaN          NaN          NaN  0.91506E-03  0.91509E-04
 0.18650D+03   1.000000       10.00000       4.9943       9.6554     -0.64799E-03 -0.49945     -0.96546     -0.56793E-04   11.958       0.0000     -0.95259E+07   1.0000       0.0000      0.37730E-06   0.0000              NaN  0.37696E-06   0.0000      0.75941E-01  0.12326E-30   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.49638E-05   0.0000         Infinity          NaN  0.97690E-03  0.97692E-04
 0.18675D+03   1.000000       10.00000       4.7301       9.4933     -0.64079E-03 -0.47303     -0.94925     -0.57512E-04   11.667       0.0000     -0.83141E+07   1.0000       0.0000      0.39658E-06   0.0000              NaN  0.39612E-06   0.0000      0.75946E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.52159E-05          NaN          NaN     Infinity  0.10457E-02  0.10457E-03
 0.18700D+03   1.000000       10.00000       4.4639       9.3270     -0.63337E-03 -0.44641     -0.93263     -0.58255E-04   11.374       0.0000     -0.72145E+07   1.0000       0.0000      0.41827E-06   0.0000              NaN  0.41767E-06   0.0000      0.75951E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.54992E-05          NaN          NaN          NaN  0.11225E-02  0.11226E-03
 0.18725D+03   1.000000       10.00000       4.1956       9.1564     -0.62569E-03 -0.41958     -0.91557     -0.59022E-04   11.079       0.0000     -0.62182E+07   1.0000       0.0000      0.44270E-06   0.0000              NaN  0.44191E-06   0.0000      0.75956E-01  0.30815E-31   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.58180E-05   0.0000         Infinity          NaN  0.12091E-02  0.12091E-03
 0.18750D+03   1.000000       10.00000       3.9252       8.9812     -0.61776E-03 -0.39254     -0.89805     -0.59815E-04   10.782       0.0000     -0.53230E+07   1.0000       0.0000      0.47062E-06   0.0000              NaN  0.46961E-06   0.0000      0.75962E-01  0.12326E-30   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.61822E-05   0.0000         Infinity          NaN  0.13068E-02  0.13069E-03
 0.18775D+03   1.000000       10.00000       3.6527       8.8011     -0.60955E-03 -0.36529     -0.88003     -0.60636E-04   10.482       0.0000     -0.45249E+07   1.0000       0.0000      0.50275E-06   0.0000              NaN  0.50148E-06   0.0000      0.75969E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.66012E-05          NaN          NaN          NaN  0.14174E-02  0.14174E-03
 0.18800D+03   1.000000       10.00000       3.3780       8.6157     -0.60104E-03 -0.33782     -0.86150     -0.61487E-04   10.180       0.0000     -0.38192E+07   1.0000       0.0000      0.54018E-06   0.0000              NaN  0.53861E-06   0.0000      0.75977E-01  0.12326E-30   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.70891E-05   0.0000         Infinity          NaN  0.15428E-02  0.15428E-03
 0.18825D+03   1.000000       10.00000       3.1010       8.4247     -0.59222E-03 -0.31012     -0.84240     -0.62370E-04   9.8750       0.0000     -0.32014E+07   1.0000       0.0000      0.58481E-06   0.0000              NaN  0.58287E-06   0.0000      0.75985E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.76708E-05          NaN          NaN          NaN  0.16851E-02  0.16851E-03
 0.18850D+03   1.000000       10.00000       2.8219       8.2278     -0.58305E-03 -0.28221     -0.82270     -0.63287E-04   9.5680       0.0000     -0.26623E+07   1.0000       0.0000      0.63891E-06   0.0000              NaN  0.63655E-06   0.0000      0.75995E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.83761E-05          NaN          NaN          NaN  0.18479E-02  0.18479E-03
 0.18875D+03   1.000000       10.00000       2.5375       8.0220     -0.57340E-03 -0.25377     -0.80213     -0.64252E-04   9.2551       0.0000     -0.21919E+07   1.0000       0.0000      0.70683E-06   0.0000              NaN  0.70397E-06   0.0000      0.76007E-01  0.12326E-30   1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.92619E-05   0.0000         Infinity          NaN  0.20365E-02  0.20366E-03
 0.18900D+03   1.000000       10.00000       2.2539       7.8116     -0.56345E-03 -0.22541     -0.78108     -0.65247E-04   8.9432       0.0000     -0.17925E+07   1.0000       0.0000      0.79166E-06   0.0000              NaN  0.78824E-06   0.0000      0.76020E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.10369E-04          NaN          NaN          NaN  0.22520E-02  0.22521E-03
 0.18925D+03   1.000000       10.00000       1.9682       7.5936     -0.55307E-03 -0.19684     -0.75928     -0.66285E-04   8.6289       0.0000     -0.14525E+07   1.0000       0.0000      0.90078E-06   0.0000              NaN  0.89675E-06   0.0000      0.76035E-01   0.0000       1.0000       0.0000      0.89221       0.0000      0.91043       0.0000      0.11794E-04          NaN          NaN          NaN  0.25017E-02  0.25018E-03
 0.18950D+03   1.000000       10.00000       1.6804       7.3675     -0.54221E-03 -0.16805     -0.73667     -0.67371E-04   8.3123       0.0000     -0.11658E+07   1.0000       0.0000      0.10439E-05   0.0000              NaN  0.10393E-05   0.0000      0.76053E-01   0.0000       1.0000       0.0000      0.89221       0.0000      0.91043       0.0000      0.13665E-04          NaN          NaN          NaN  0.27925E-02  0.27925E-03
 0.18975D+03   1.000000       10.00000       1.3905       7.1326     -0.53084E-03 -0.13907     -0.71318     -0.68508E-04   7.9935       0.0000     -0.92608E+06   1.0000       0.0000      0.12358E-05   0.0000              NaN  0.12305E-05   0.0000      0.76074E-01   0.0000       1.0000       0.0000      0.89221       0.0000      0.91043       0.0000      0.16175E-04          NaN          NaN          NaN  0.31331E-02  0.31332E-03
 0.19000D+03   1.000000       10.00000       1.0988       6.8881     -0.51890E-03 -0.10990     -0.68873     -0.69702E-04   7.6726       0.0000     -0.72763E+06   1.0000       0.0000      0.14986E-05   0.0000              NaN  0.14927E-05   0.0000      0.76099E-01   0.0000       1.0000       0.0000      0.89220       0.0000      0.91042       0.0000      0.19616E-04          NaN          NaN          NaN  0.35347E-02  0.35347E-03
 0.19025D+03   1.000000       10.00000      0.80547       6.6331     -0.50633E-03 -0.80565E-01 -0.66323     -0.70958E-04   7.3499       0.0000     -0.56511E+06   1.0000       0.0000      0.18669E-05   0.0000              NaN  0.18605E-05   0.0000      0.76129E-01   0.0000       1.0000       0.0000      0.89220       0.0000      0.91042       0.0000      0.24439E-04          NaN          NaN          NaN  0.40109E-02  0.40109E-03
 0.19050D+03   1.000000       10.00000      0.51072       6.3666     -0.49309E-03 -0.51091E-01 -0.63658     -0.72283E-04   7.0257       0.0000     -0.43351E+06   1.0000       0.0000      0.23952E-05   0.0000              NaN  0.23884E-05   0.0000      0.76165E-01   0.0000       1.0000       0.0000      0.89219       0.0000      0.91041       0.0000      0.31359E-04          NaN          NaN          NaN  0.45794E-02  0.45794E-03
 0.19075D+03   1.000000       10.00000      0.21498       6.0875     -0.47908E-03 -0.21517E-01 -0.60867     -0.73684E-04   6.7004       0.0000     -0.32829E+06   1.0000       0.0000      0.31715E-05   0.0000              NaN  0.31644E-05   0.0000      0.76208E-01   0.0000       1.0000       0.0000      0.89218       0.0000      0.91040       0.0000      0.41524E-04          NaN          NaN          NaN  0.52623E-02  0.52623E-03
 0.19100D+03   1.000000       10.00000     -0.81242E-01   5.7945     -0.46423E-03  0.81053E-02 -0.57937     -0.75169E-04   6.3745       0.0000     -0.24527E+06   1.0000       0.0000      0.43393E-05   0.0000              NaN  0.43322E-05   0.0000      0.76262E-01   0.0000       1.0000       0.0000      0.89216       0.0000      0.91039       0.0000      0.56807E-04          NaN          NaN          NaN  0.60881E-02  0.60881E-03
 0.19125D+03   1.000000       10.00000     -0.37722       5.4861     -0.44844E-03  0.37704E-01 -0.54854     -0.76748E-04   6.0489       0.0000     -0.18068E+06   1.0000       0.0000      0.61397E-05   0.0000              NaN  0.61326E-05   0.0000      0.76328E-01   0.0000       1.0000       0.0000      0.89214       0.0000      0.91037       0.0000      0.80345E-04          NaN          NaN          NaN  0.70933E-02  0.70933E-03
 0.19150D+03   1.000000       10.00000     -0.67201       5.1607     -0.43160E-03  0.67182E-01 -0.51600     -0.78432E-04   5.7247       0.0000     -0.13123E+06   1.0000       0.0000      0.89840E-05   0.0000              NaN  0.89772E-05   0.0000      0.76411E-01   0.0000       1.0000       0.0000      0.89212       0.0000      0.91034       0.0000      0.11749E-03          NaN          NaN          NaN  0.83231E-02  0.83231E-03
 0.19175D+03   1.000000       10.00000     -0.96430       4.8164     -0.41358E-03  0.96411E-01 -0.48157     -0.80234E-04   5.4031       0.0000      -94006.       1.0000       0.0000      0.13591E-04   0.0000              NaN  0.13584E-04   0.0000      0.76517E-01  0.30815E-31   1.0000       0.0000      0.89208       0.0000      0.91031       0.0000      0.17754E-03   0.0000         Infinity          NaN  0.98339E-02  0.98339E-03
 0.19200D+03   1.000000       10.00000      -1.2523       4.4511     -0.39423E-03  0.12522     -0.44504     -0.82169E-04   5.0863       0.0000      -66503.       1.0000       0.0000      0.21238E-04   0.0000              NaN  0.21232E-04   0.0000      0.76652E-01   0.0000       1.0000       0.0000      0.89202       0.0000      0.91025       0.0000      0.27700E-03          NaN          NaN          NaN  0.11692E-01  0.11692E-02
 0.19225D+03   1.000000       10.00000      -1.5338       4.0626     -0.37340E-03  0.15336     -0.40618     -0.84252E-04   4.7767       0.0000      -46595.       1.0001       0.0000      0.34240E-04   0.0000              NaN  0.34234E-04   0.0000      0.76829E-01   0.0000       1.0000       0.0000      0.89193       0.0000      0.91017       0.0000      0.44559E-03          NaN          NaN          NaN  0.13968E-01  0.13968E-02
 0.19250D+03   1.000000       10.00000      -1.8084       3.6438     -0.35064E-03  0.18082     -0.36430     -0.86527E-04   4.4745       0.0000      -32380.       1.0001       0.0000      0.57155E-04   0.0000              NaN  0.57150E-04   0.0000      0.77066E-01   0.0000       1.0000       0.0000      0.89179       0.0000      0.91005       0.0000      0.74158E-03          NaN          NaN          NaN  0.16756E-01  0.16756E-02
 0.19275D+03   1.000000       10.00000      -2.0660       3.2014     -0.32628E-03  0.20658     -0.32007     -0.88963E-04   4.1911       0.0000      -22712.       1.0001       0.0000      0.97363E-04   0.0000              NaN  0.97359E-04   0.0000      0.77379E-01   0.0000       1.0000       0.0000      0.89160       0.0000      0.90987       0.0000      0.12582E-02          NaN          NaN          NaN  0.20007E-01  0.20007E-02
 0.19300D+03   1.000000       10.00000      -2.3042       2.7293     -0.29990E-03  0.23040     -0.27285     -0.91602E-04   3.9290       0.0000      -16282.       1.0002       0.0000      0.16927E-03   0.0000              NaN  0.16926E-03   0.0000      0.77801E-01  0.77037E-32   1.0000       0.0000      0.89129       0.0000      0.90958       0.0000      0.21756E-02   0.0000         Infinity          NaN  0.23629E-01  0.23629E-02
 0.19325D+03   1.000000       10.00000      -2.5162       2.2263     -0.27137E-03  0.25160     -0.22255     -0.94455E-04   3.6956       0.0000      -12275.       1.0003       0.0000      0.29780E-03   0.0000              NaN  0.29779E-03   0.0000      0.78371E-01  0.77037E-32   1.0000       0.0000      0.89082       0.0000      0.90915       0.0000      0.37998E-02   0.0000         Infinity          NaN  0.27214E-01  0.27214E-02
 0.19350D+03   1.000000       10.00000      -2.6939       1.6931     -0.24064E-03  0.26937     -0.16924     -0.97528E-04   3.4999       0.0000      -10253.       1.0003       0.0000      0.52367E-03   0.0000              NaN  0.52367E-03   0.0000      0.79140E-01   0.0000       1.0000       0.0000      0.89012       0.0000      0.90850       0.0000      0.66170E-02          NaN          NaN          NaN  0.29778E-01  0.29778E-02
 0.19375D+03   1.000000       10.00000      -2.8283       1.1330     -0.20783E-03  0.28282     -0.11322     -0.10081E-03   3.3515       0.0000      -10650.       1.0003       0.0000      0.90525E-03   0.0000              NaN  0.90525E-03   0.0000      0.80157E-01  0.19259E-32   1.0000       0.0000      0.88906       0.0000      0.90754       0.0000      0.11293E-01   0.0000         Infinity     Infinity  0.29217E-01  0.29217E-02
 0.19400D+03   1.000000       10.00000      -2.9113      0.55224     -0.17324E-03  0.29111     -0.55147E-01 -0.10427E-03   3.2595       0.0000      -22420.       1.0001       0.0000      0.15088E-02   0.0000              NaN  0.15088E-02   0.0000      0.81461E-01  0.48148E-33   1.0000       0.0000      0.88756       0.0000      0.90616       0.0000      0.18521E-01   0.0000         Infinity          NaN  0.20137E-01  0.20137E-02
 0.19425D+03  0.9999929       10.00001      -2.9365     -0.39780E-01 -0.13808E-03  0.29363      0.40545E-02 -0.10778E-03   3.2305       0.0000       12816.      0.99975       0.0000      0.23773E-02  0.41060E-04  0.27485E+07  0.23773E-02  0.40998E-04  0.83029E-01  0.23804E-04  0.99999      0.71480E-05  0.88555      0.29663      0.90435      0.29663      0.28633E-01   1.7223       1.8249      0.93685E-01  0.67020E-08  0.67020E-08
 0.19450D+03  0.9999571       10.00004      -2.9027     -0.62518     -0.10028E-03  0.29024      0.62592E-01 -0.11156E-03   3.2662       0.0000       3659.4      0.99912       0.0000      0.34374E-02  0.24371E-03  0.41937E+06  0.34374E-02  0.24369E-03  0.84704E-01  0.19302E-03  0.99996      0.42888E-04  0.88317      0.20500      0.90222      0.20558      0.40582E-01   1.2625       2.1214      0.81736E-01  0.67749E-08  0.67749E-08
 0.19475D+03  0.9998642       10.00014      -2.8113      -1.2058     -0.66829E-04  0.28107      0.12064     -0.11491E-03   3.3648       0.0000       1944.0      0.99834       0.0000      0.45767E-02  0.75116E-03  0.16238E+06  0.45767E-02  0.75114E-03  0.86276E-01  0.66069E-03  0.99986      0.13581E-03  0.88063      0.19977      0.90001      0.20053      0.53047E-01   1.1369       2.2056      0.12106      0.67817E-08  0.67817E-08
 0.19500D+03  0.9996998       10.00030      -2.6685      -1.7659     -0.29741E-04  0.26674      0.17661     -0.11861E-03   3.5198       0.0000       1336.3      0.99758       0.0000      0.56037E-02  0.16375E-02   92546.      0.56037E-02  0.16375E-02  0.87460E-01  0.16554E-02  0.99970      0.30021E-03  0.87844      0.20078      0.89818      0.20250      0.64072E-01  0.98916       2.3482      0.14256      0.67313E-08  0.67313E-08
 0.19525D+03  0.9995068       10.00049      -2.4850      -2.2932     -0.78142E-07  0.24834      0.22927     -0.12158E-03   3.7194       0.0000       1067.3      0.99697       0.0000      0.64055E-02  0.26479E-02   66061.      0.64055E-02  0.26479E-02  0.88124E-01  0.30813E-02  0.99951      0.49321E-03  0.87708      0.19587      0.89716      0.19811      0.72687E-01  0.85934       2.4995      0.14758      0.66402E-08  0.66402E-08
 0.19550D+03  0.9993209       10.00068      -2.2684      -2.7901      0.39125E-04  0.22665      0.27887     -0.12549E-03   3.9552       0.0000       933.48      0.99654       0.0000      0.69560E-02  0.35763E-02   54031.      0.69560E-02  0.35763E-02  0.88263E-01  0.48185E-02  0.99932      0.67906E-03  0.87681      0.18715      0.89715      0.18926      0.78810E-01  0.74222       2.6638      0.15496      0.65233E-08  0.65233E-08
 0.19575D+03  0.9990922       10.00091      -2.0251      -3.2590      0.64355E-04  0.20229      0.32565     -0.12801E-03   4.2203       0.0000       881.06      0.99633       0.0000      0.72007E-02  0.46884E-02   49544.      0.72007E-02  0.46884E-02  0.87733E-01  0.73356E-02  0.99909      0.90779E-03  0.87768      0.17896      0.89814      0.18091      0.82075E-01  0.63912       2.8427      0.16720      0.63919E-08  0.63919E-08
 0.19600D+03  0.9989064       10.00109      -1.7648      -3.6952      0.93577E-04  0.17625      0.36915     -0.13092E-03   4.5040       0.0000       860.96      0.99624       0.0000      0.72645E-02  0.55346E-02   47859.      0.72645E-02  0.55346E-02  0.86849E-01  0.10037E-01  0.99891      0.10936E-02  0.87941      0.16878      0.89982      0.17063      0.83645E-01  0.55145       3.0294      0.17442      0.62565E-08  0.62565E-08
 0.19625D+03  0.9987205       10.00128      -1.4901      -4.1054      0.11929E-03  0.14878      0.41004     -0.13349E-03   4.8037       0.0000       866.53      0.99627       0.0000      0.72290E-02  0.63541E-02   48323.      0.72290E-02  0.63541E-02  0.85687E-01  0.13079E-01  0.99872      0.12795E-02  0.88160      0.16048      0.90179      0.16246      0.84365E-01  0.48582       3.1972      0.18828      0.61211E-08  0.61211E-08
 0.19650D+03  0.9985633       10.00144      -1.2061      -4.4901      0.14613E-03  0.12040      0.44838     -0.13616E-03   5.1135       0.0000       883.38      0.99634       0.0000      0.71347E-02  0.69866E-02   49740.      0.71347E-02  0.69866E-02  0.84490E-01  0.16324E-01  0.99856      0.14367E-02  0.88375      0.15114      0.90362      0.15304      0.84444E-01  0.42801       3.3707      0.19904      0.59899E-08  0.59899E-08
 0.19675D+03  0.9984203       10.00158     -0.91545      -4.8520      0.17479E-03  0.91367E-01  0.48444     -0.13902E-03   5.4306       0.0000       906.55      0.99643       0.0000      0.70718E-02  0.75343E-02   51709.      0.70718E-02  0.75343E-02  0.83422E-01  0.19638E-01  0.99842      0.15797E-02  0.88541      0.14333      0.90494      0.14528      0.84772E-01  0.38365       3.5259      0.20870      0.58645E-08  0.58645E-08
 0.19700D+03  0.9983202       10.00168     -0.62023      -5.1937      0.19710E-03  0.61889E-01  0.51848     -0.14124E-03   5.7527       0.0000       923.35      0.99650       0.0000      0.70627E-02  0.78680E-02   53154.      0.70627E-02  0.78680E-02  0.82722E-01  0.22627E-01  0.99832      0.16798E-02  0.88622      0.13500      0.90546      0.13689      0.85379E-01  0.34773       3.6702      0.21976      0.57456E-08  0.57456E-08
 0.19725D+03  0.9982059       10.00179     -0.32328      -5.5159      0.21960E-03  0.32245E-01  0.55058     -0.14349E-03   6.0769       0.0000       946.89      0.99658       0.0000      0.70425E-02  0.82367E-02   55199.      0.70425E-02  0.82367E-02  0.82257E-01  0.26030E-01  0.99821      0.17941E-02  0.88614      0.12794      0.90521      0.12976      0.85615E-01  0.31643       3.8090      0.22790      0.56340E-08  0.56340E-08
 0.19750D+03  0.9981201       10.00188     -0.26763E-01  -5.8197      0.24681E-03  0.26520E-02  0.58084     -0.14620E-03   6.4006       0.0000       962.99      0.99664       0.0000      0.70430E-02  0.84744E-02   56613.      0.70430E-02  0.84744E-02  0.82171E-01  0.29119E-01  0.99812      0.18799E-02  0.88534      0.12116      0.90439      0.12288      0.85713E-01  0.29102       3.9357      0.23640      0.55300E-08  0.55300E-08
 0.19775D+03  0.9980272       10.00197      0.27050      -6.1089      0.26111E-03 -0.27010E-01  0.60964     -0.14762E-03   6.7251       0.0000       981.86      0.99670       0.0000      0.70204E-02  0.87416E-02   58285.      0.70204E-02  0.87416E-02  0.82214E-01  0.32397E-01  0.99803      0.19728E-02  0.88424      0.11525      0.90334      0.11690      0.85392E-01  0.26983       4.0524      0.24454      0.54322E-08  0.54322E-08
 0.19800D+03  0.9979628       10.00204      0.56730      -6.3845      0.28120E-03 -0.56622E-01  0.63709     -0.14962E-03   7.0492       0.0000       992.87      0.99674       0.0000      0.70041E-02  0.88901E-02   59268.      0.70041E-02  0.88901E-02  0.82426E-01  0.35099E-01  0.99796      0.20372E-02  0.88335      0.10994      0.90252      0.11158      0.84975E-01  0.25329       4.1508      0.25218      0.53403E-08  0.53403E-08
 0.19825D+03  0.9979199       10.00208      0.86548      -6.6496      0.30507E-03 -0.86368E-01  0.66351     -0.15200E-03   7.3748       0.0000       998.89      0.99676       0.0000      0.69828E-02  0.89596E-02   59808.      0.69828E-02  0.89596E-02  0.82643E-01  0.37239E-01  0.99792      0.20801E-02  0.88309      0.10477      0.90230      0.10627      0.84494E-01  0.24059       4.2312      0.25718      0.52536E-08  0.52536E-08
 0.19850D+03  0.9978699       10.00213       1.1597      -6.9011      0.32137E-03 -0.11571      0.68857     -0.15363E-03   7.6960       0.0000       1008.5      0.99679       0.0000      0.69244E-02  0.90585E-02   60671.      0.69244E-02  0.90585E-02  0.82591E-01  0.39464E-01  0.99787      0.21301E-02  0.88356      0.10043      0.90273      0.10184      0.83840E-01  0.22954       4.3043      0.26301      0.51729E-08  0.51729E-08
 0.19875D+03  0.9978413       10.00216       1.4520      -7.1420      0.34106E-03 -0.14488      0.71258     -0.15559E-03   8.0153       0.0000       1013.3      0.99681       0.0000      0.68831E-02  0.90858E-02   61103.      0.68831E-02  0.90858E-02  0.82450E-01  0.40949E-01  0.99784      0.21587E-02  0.88450      0.96109E-01  0.90359      0.97334E-01  0.83482E-01  0.22188       4.3554      0.26629      0.50971E-08  0.50971E-08
 0.19900D+03  0.9977984       10.00220       1.7429      -7.3739      0.36071E-03 -0.17389      0.73568     -0.15755E-03   8.3330       0.0000       1022.9      0.99684       0.0000      0.68152E-02  0.91674E-02   61975.      0.68152E-02  0.91674E-02  0.82046E-01  0.42752E-01  0.99780      0.22016E-02  0.88551      0.92557E-01  0.90449      0.93619E-01  0.83065E-01  0.21443       4.4067      0.27380      0.50256E-08  0.50256E-08
 0.19925D+03  0.9977627       10.00224       2.0327      -7.5977      0.36948E-03 -0.20279      0.75798     -0.15842E-03   8.6495       0.0000       1030.8      0.99686       0.0000      0.67635E-02  0.92262E-02   62700.      0.67635E-02  0.92262E-02  0.81666E-01  0.44212E-01  0.99776      0.22373E-02  0.88614      0.89855E-01  0.90501      0.90924E-01  0.82820E-01  0.20868       4.4454      0.27775      0.49579E-08  0.49579E-08
